Days,A,B,C,D,E,F,G,H
400,120.094134,114.3076683,96.53885791,88.315862,260.0578036,131.4429981,114.3925787,146.892466
401,119.1517725,114.5078783,88.32711671,87.91335992,255.5376657,131.5499324,115.6384744,148.0848753
402,120.5477083,114.1087081,83.47472329,87.98046447,273.2583722,129.8052213,116.3004158,147.905523
403,120.1057817,113.3758141,76.8917556,87.94688298,280.6035061,131.5200339,116.2614641,148.1876617
404,118.9389425,113.9976913,84.05158139,88.1481215,278.2921005,132.7513578,116.1965752,149.3136376
405,116.8761572,115.0103633,82.69427013,89.18792896,270.5360174,133.599451,116.1186872,149.058771
406,118.8882888,117.1024939,82.55853577,92.24028019,271.9742758,132.2779602,117.0661672,150.0983396
407,119.8646823,119.1720884,81.2351581,91.23398744,269.6114615,130.8155191,117.8448339,150.8778824
408,118.7675465,120.8281364,86.32508017,91.93837233,263.7046021,131.7298463,118.000587,148.2273499
409,118.5492458,120.1760259,98.60875515,92.37441416,256.3081396,131.384918,117.715018,149.5400806
410,119.1214573,120.403543,96.1316613,93.31359402,253.0208816,131.6565198,118.5586422,148.8273084
411,118.2811429,121.528637,100.4411302,92.1731673,256.5650549,131.3559901,119.0518922,150.2167363
412,118.5803883,121.5786549,109.5011918,94.99067348,274.9020732,131.370755,118.2471892,153.2532167
413,118.6627162,121.5365338,96.53885791,95.25899985,277.8299347,130.6194988,119.0908286,152.1856065
414,121.6699861,119.4293373,113.6749263,92.54210458,263.8074035,131.3525309,117.6761045,150.8763543
415,121.3514193,120.6331699,107.6009495,93.01168616,275.3644312,130.9455094,116.7676524,151.5549432
416,119.7170352,121.443645,117.9504551,94.52110024,280.6547867,131.8367217,116.8584633,149.6545961
417,119.681733,123.7545896,112.2497543,96.46653112,276.3915482,131.3308055,115.703409,148.7005124
418,120.1495252,125.8334097,123.1082444,99.21698283,298.6324886,131.8573706,116.4691375,148.3796736
419,121.0272395,125.7966961,112.0122127,99.61947656,322.7223164,130.5800966,116.5340264,146.2476544
420,119.1535344,123.3925705,105.6328466,95.96340144,317.6371473,130.8675496,115.2670777,145.8312994
421,118.1318926,123.0926229,96.57278503,93.91732626,307.9293593,130.1474443,115.7372326,146.328588
422,118.8281667,124.9295724,91.07567281,94.21921743,311.0112227,131.3123283,115.3062503,146.779132
423,117.7429223,123.7681655,90.43094754,96.53365236,322.1573012,130.6683193,115.5413239,146.5830425
424,117.6805513,126.0889507,91.1096064,93.64900824,332.1734132,128.4320357,115.8156159,146.8972361
425,116.2096503,124.6097488,95.38514172,93.81673205,322.619467,130.6389241,115.619692,147.1895364
426,114.32763,125.9782641,85.54462054,90.39543519,337.1556688,130.7096565,115.4107156,147.7998147
427,110.3721198,126.0852389,86.59654242,90.99918413,349.2777118,131.0530708,116.6646195,146.2506519
428,109.0051864,125.796866,84.93383532,87.67855661,340.2889409,131.1917017,116.207479,147.0003412
429,106.6174505,125.4156181,87.8859865,86.03496682,330.991846,130.6232981,115.7111353,144.9695235
430,106.5506205,126.5416102,88.05565445,90.89855652,317.9453112,129.6935402,116.5078911,145.6340215
431,105.5987279,124.5276314,82.72819725,92.30731796,331.7111513,128.2943183,114.5486671,143.9731135
432,107.2773378,125.1682473,83.23719463,94.95715042,339.9806809,128.6744338,115.6066548,141.5403833
433,108.1443634,126.597366,90.43094754,93.95086602,348.3018113,128.808871,116.9389496,140.5134702
434,108.3243101,126.2836773,90.80421056,91.63651456,356.3660584,128.7988791,116.9650469,140.1634351
435,109.598633,127.8648945,93.41703878,91.80419663,347.7882048,127.9495945,116.8083413,141.122659
436,109.5086604,128.810044,95.04581229,89.18792896,343.6275915,128.1078602,116.1813512,140.0408676
437,108.1685833,128.1215259,84.73023378,88.45001266,345.6822098,128.1604134,117.043392,140.5451731
438,109.6292716,126.1580474,85.88394997,83.28452345,368.3338433,127.7412955,116.9780841,140.552436
439,110.9234191,126.8371198,88.08958157,84.82748564,357.5987141,127.9455028,115.8678943,140.9883457
440,109.3024827,125.4635411,83.03359309,82.84851501,347.9935513,126.3885006,116.207479,140.2069063
441,107.3895084,125.933399,79.60637812,82.94913427,352.1027239,126.0522638,116.455666,138.9577743
442,108.7979631,124.2176317,78.14727256,83.31810494,347.2744702,127.3604378,116.455666,138.0976255
443,108.1561623,124.011646,77.60434806,86.13561947,338.9533717,128.3638994,116.586282,138.6434136
444,107.6424033,122.8334147,72.31082444,84.55915092,323.9550041,127.9505589,117.3307593,135.852357
445,109.5563828,119.5715913,72.95554971,82.31184558,306.9535229,129.2516841,116.7299732,135.8427102
446,109.8536659,122.9166097,70.58025016,84.96165299,335.6147852,129.8251622,115.9462471,138.997604
447,109.7433454,124.0070752,72.17509655,85.02875754,322.5168418,129.7386596,115.6981057,138.6177508
448,108.1772976,124.2768837,76.24703033,79.86327668,333.8170182,129.0745852,115.7633756,142.0885055
449,108.2503384,126.5565779,71.25890902,79.22599633,327.704604,127.8866935,115.1625819,140.8213372
450,108.257307,129.1594284,70.54632304,79.19244823,319.4862269,126.7784423,116.6254241,138.8147061
451,107.9014636,131.169693,69.69800269,78.48807168,325.4959518,125.4665726,116.2727869,138.8634594
452,105.9167064,127.4442017,76.41669828,80.93659885,337.1556688,125.2641937,117.7225538,140.1271588
453,108.7822127,128.5001997,73.76993647,81.74161135,336.2824897,125.2209558,118.3103637,140.7422685
454,110.1097565,127.5525671,76.62029335,81.54038953,349.2263351,126.5357706,117.6965022,139.9539295
455,109.3474674,129.1526273,70.85171241,83.31810494,332.1220366,127.2618954,118.5585355,143.2801868
456,108.839102,128.827969,73.05735049,83.45228064,336.1284237,127.5363852,118.3103637,142.5984047
457,108.5812825,127.2219478,79.0973872,83.55290825,337.6693714,126.7833125,117.4613829,141.2860196
458,107.6332694,129.263365,83.81405273,83.7650067,329.3996817,126.6703546,117.2523913,141.9335823
459,107.3404484,130.0838506,82.55853577,83.63033015,313.8877075,125.0266799,116.2597269,143.6409843
460,109.4915622,129.8037659,77.84187672,82.35097807,310.8058762,124.8575301,115.7241954,145.0611277
461,109.3780649,126.3001972,78.5544627,81.23992576,318.5618313,126.525629,115.9462471,144.801792
462,111.4706003,125.8513984,84.49270512,80.06152683,308.2375553,126.8021742,115.8286912,143.4734084
463,111.3449111,126.7643798,77.60434806,82.04794332,296.4751169,127.9503196,116.5340264,144.2297474
464,111.6324464,127.4528988,77.26501862,81.71127699,312.8603343,129.2423603,116.2336143,145.9040971
465,111.7729866,125.9058317,74.14319949,78.91685964,319.4862269,130.3742961,112.9682081,144.9192299
466,111.733545,123.0555031,72.14116296,77.7384941,315.3773426,129.1008999,113.1249823,142.4761055
467,112.5611493,123.175951,80.6922336,76.56014526,319.2808804,127.1771558,112.4327376,140.2405516
468,114.0785829,120.2897596,80.31897057,75.7521277,294.5745646,127.1075372,113.13805,140.0474074
469,112.1059343,120.072493,79.23312157,75.58374446,275.0562993,125.6760044,114.2221349,139.3265401
470,113.5497461,120.680232,80.35290416,78.98418957,289.438179,125.4822757,115.0580632,141.8546094
471,113.3048808,119.3672408,78.65626347,79.96057368,269.6629023,124.9392883,116.6385299,141.1374023
472,114.414277,117.0210384,75.2290485,81.71127699,256.410957,125.3642432,116.8083413,137.547372
473,114.9258936,114.345483,69.32473967,81.13893922,276.4943976,124.0050852,115.0319583,135.7693389
474,116.0541742,113.4408104,67.08517448,84.5730326,282.5040905,123.3486181,114.9405302,138.1855619
475,116.5074624,110.9657257,65.72786322,83.05798404,273.0015849,122.429549,115.2147688,137.8351951
476,116.7203911,112.1663574,63.18290218,82.14894655,262.0096205,120.6251825,116.2336143,139.8633947
477,118.9052681,112.9842369,64.60808062,78.58018497,287.3322161,120.3839412,114.3005182,138.3137578
478,119.1082495,112.6501734,57.88937857,77.77216741,303.3579569,120.950232,115.7633756,138.9329198
479,117.5475166,111.3145137,73.63420858,78.37821188,302.5874671,120.5969133,117.5789235,138.655672
480,116.9386144,110.7602875,76.48456546,74.7757436,293.0850896,122.1519819,118.3103637,140.1760367
481,119.1130667,108.4044345,69.7658634,77.77216741,290.7222434,121.7746708,119.0548791,143.0128999
482,119.1401327,106.8805289,73.43060704,78.84954641,299.4029464,119.9382578,119.7732363,139.72862
483,119.8518454,108.6233074,68.54428651,81.00427937,295.9101338,119.9776051,119.7206227,139.4149355
484,120.2726905,107.8354974,66.03325259,81.77859857,280.3981275,119.4584008,118.5501539,135.9439077
485,119.1271585,108.4817217,65.18493224,80.60024972,275.3129585,120.8934894,118.4975326,136.2904103
486,119.8506313,108.2448686,62.97930064,80.3982349,260.0578036,119.7062335,119.8258424,136.2342054
487,120.3484134,108.7091865,61.41839431,80.02787856,271.0496879,118.3395961,119.9968196,135.0699973
488,122.5831848,109.4967765,62.02918599,81.61027375,271.0496879,119.285983,119.286623,134.9559969
489,125.1814615,111.540019,62.84357275,81.17257079,265.2969265,120.932986,120.6806979,132.6157509
490,126.0875181,109.7144466,61.9952524,81.34095404,238.9470538,119.4424028,121.6802428,131.4763314
491,127.4055229,110.2658378,63.115035,80.60024972,251.6340319,120.5578177,122.0485155,131.787735
492,128.6038448,107.0642426,66.33864843,79.59021734,249.4767083,120.4895032,121.2462812,130.4845451
493,130.7007616,107.7412361,64.60808062,80.97057266,236.5842715,119.6049823,120.7201829,129.0557553
494,133.3533034,105.4551694,63.35256366,79.38820252,241.4125733,119.6266939,120.3782209,128.1427382
495,135.8082995,106.7777136,58.7716325,75.85311425,233.7078828,118.3564096,121.4960989,127.6699026
496,134.3802813,109.0952329,58.12690723,74.57374547,227.8523199,119.3231216,121.1015994,130.9566771
497,136.3506669,109.9497521,57.21072617,73.90038777,224.102704,118.9307261,121.1147357,131.236212
498,134.509348,109.0231704,58.19477441,74.37175569,218.2471251,118.8313174,118.9841383,131.2285263
499,135.1482371,109.6456472,57.95724575,75.41543633,222.3563457,119.8488783,120.2861832,132.8926092
500,133.5061013,108.3713686,58.90736686,75.61743446,221.2776599,120.5705939,119.4050094,134.7387011
501,132.1633817,110.1135991,57.95724575,73.76571957,216.2439636,120.6197906,117.9057224,129.8397321
502,132.221406,111.2660806,57.07499181,73.36171496,223.4863441,121.5874693,118.668525,131.9771732
503,133.0935458,110.5030687,53.81744155,72.14968446,209.3611556,120.2022123,120.2729936,131.7919841
504,130.8552021,111.422683,52.05293692,71.77933647,197.8041759,120.9462529,119.8390396,131.7596985
505,129.2889246,110.8083876,49.37224476,71.94766964,189.123569,121.2176086,118.9709945,132.2048877
506,127.0815106,109.4230841,48.86325061,71.40899683,188.4045519,120.85077,118.024086,133.0814268
507,126.8861918,108.5828128,47.60773688,73.09233683,196.006425,121.5289201,120.1151907,133.6160633
508,129.6649101,109.4940414,45.19850697,70.49997604,204.5328539,121.1213066,119.1287592,133.5176299
509,131.044462,111.2295923,44.7913136,71.10599547,206.9469807,122.0313039,120.3519483,133.8535187
510,130.3397446,109.656699,42.07668784,74.03505597,203.5056408,122.1218079,120.9043268,134.0736592
511,133.4174535,109.2128749,41.56769693,74.40538726,189.6372716,122.470768,119.6811834,135.2368877
512,133.3532777,108.5368656,44.65558247,75.68476439,190.5618274,122.1798086,117.1165711,135.7794721
513,134.057207,109.5197369,44.85918078,73.8667395,182.8571689,121.7262843,117.6821392,136.4534482
514,134.8996483,111.374856,43.73939818,74.60741878,166.8314921,120.871723,116.3669353,137.1987427
515,134.934479,112.1041134,47.06481238,75.11239323,173.3033828,120.4982024,117.1955335,137.2277334
516,134.2465665,110.2623987,44.11265797,75.3144331,155.9935456,120.5132087,118.1029722,137.0995601
517,133.3235567,109.7740722,44.41805381,77.67121426,181.9839257,121.5925791,118.4186388,135.8937209
518,134.0836253,110.2338432,45.74143148,76.25706042,178.799309,121.8268812,118.8262745,136.8900811
519,135.2364707,110.6615652,48.21852857,76.39181209,182.0353024,122.4576436,118.7605551,139.3301961
520,131.5082542,113.4401987,52.25653199,75.51644792,174.6901685,121.5297584,119.207752,139.792207
521,134.4122251,113.5706289,58.39836948,75.70578308,168.2183259,122.6983112,119.2735172,140.5628376
522,133.1015361,112.2102325,57.6518499,77.83595805,161.7977798,122.8063928,120.4308802,143.1958555
523,132.421324,112.5244506,58.6698382,77.19353573,165.8555436,123.6842105,121.3251141,143.9079469
524,133.5603993,111.7112714,55.92127562,75.02952884,184.9117072,122.9716331,122.7586892,144.7498071
525,131.9174966,111.1445799,52.83339008,74.52233399,177.0016061,122.1862875,122.0748185,145.5825183
526,132.1460095,108.9342421,58.6698382,77.05829156,163.7496287,121.6551318,122.6666287,144.8944168
527,132.723196,111.1095138,63.01323423,76.14535585,173.6629234,119.9492804,122.8376059,144.8893555
528,133.3632047,111.8207608,61.04513129,77.09208173,190.9212879,120.257286,122.6403409,146.9735532
529,133.4626082,112.1690068,61.5541222,77.15970382,194.6709359,120.2745667,122.7060603,147.1707228
530,132.7690624,111.7207748,59.14489553,77.46402407,195.0305405,120.8427671,122.9165225,146.5692325
531,135.2550348,111.379699,65.32066661,77.26114112,201.1942513,120.0376978,124.126484,148.1210135
532,134.1238834,115.4699508,63.6579595,76.68636592,203.3515589,118.6964322,125.1654758,148.1020395
533,133.1558771,116.9356228,63.38649725,78.78270063,187.8394886,118.5098802,124.7183246,147.8459217
534,133.8587945,115.5623351,68.54428651,78.85032272,195.4414738,118.0620512,125.2049075,147.6908295
535,130.3615067,118.1439523,80.92976226,78.68125498,183.5249055,118.5142767,124.9287487,148.6040003
536,131.1506425,116.6224483,74.99151984,78.98556689,179.9293875,118.2123191,124.9024228,148.0149269
537,131.9801791,117.4694188,71.39464339,78.5121956,172.7897283,118.4593998,124.6657262,147.8655608
538,133.5019277,117.5631669,69.56226833,78.78270063,179.3130757,117.5108624,123.6661812,146.1993374
539,132.6487534,118.5962721,64.3366119,80.20282285,176.6933941,117.1030868,123.3768329,145.5737602
540,131.9243822,121.0211987,56.09094358,79.18845818,171.8651404,117.2804496,123.297901,147.4935658
541,134.502806,121.356378,55.34441753,78.00503413,161.7463711,117.1178358,121.9564702,147.737964
542,134.1204689,120.6830465,54.59789796,79.52656861,169.9133395,115.5197424,120.9305613,147.5295306
543,135.0224711,118.9797275,57.17679258,79.15464297,167.447852,114.8868934,120.4571299,146.5633169
544,131.8565617,122.0068518,73.26094556,78.41079169,167.4992127,115.5776938,120.2992966,147.4437192
545,131.4266755,120.5896805,64.2348176,78.24171561,165.9069523,116.5043008,120.1283499,146.4796824
546,129.6300677,123.0795863,62.16491388,78.37699317,164.5201186,118.568038,120.7070619,145.4071508
547,130.0785099,124.2270525,62.94536705,77.09208173,157.123592,119.8053619,120.1375925,146.2923153
548,131.5305415,125.8597906,63.01323423,77.39638529,143.5634188,120.9483492,119.0384664,148.6462889
549,131.023146,126.5906033,62.84357275,77.56548641,142.0738317,119.1597926,118.3895394,148.9728237
550,131.1854776,128.3151682,61.21479924,76.61872714,144.7447938,118.46929,117.7936375,150.2847175
551,131.5701638,131.4858836,61.92738522,76.65252566,146.0288742,118.4607604,116.7474755,150.3436045
552,133.0916862,130.1437868,62.80963916,74.38707312,145.2584484,119.4285152,116.4164172,151.2181031
553,132.4941468,126.383381,60.85849978,75.43531143,122.5040136,118.141576,115.1053812,152.1093064
554,131.1675842,124.8029717,59.95928228,77.12591364,121.3740312,117.4122768,114.9861947,153.9702943
555,128.6079343,127.631935,63.86155458,79.79709869,116.3916235,116.4386248,114.4432341,151.7625046
556,130.1856165,129.8820371,63.115035,81.11576691,118.5489551,116.9501749,115.1848084,150.3592427
557,131.5924998,130.9461443,59.00916116,80.47332788,108.7384057,115.2224808,115.899912,151.0358389
558,131.7867433,130.182844,59.7896208,79.42511461,103.0882855,116.1509813,115.3304579,151.1250184
559,131.1597537,133.3709094,55.03902169,81.14958212,87.73032919,115.5825136,114.9729289,152.6905421
560,130.5348426,129.6908943,52.62979501,80.74380788,88.24399978,115.1426957,117.6479956,152.8827851
561,130.1778599,134.6490885,51.81540826,78.9179615,88.03850912,114.3331358,115.5688766,154.5647263
562,129.1285044,132.7381045,49.64370701,79.49279513,82.49115022,114.8620491,115.4231966,155.658915
563,129.6206014,133.9598336,51.47607883,78.41079169,89.63082549,114.7388195,115.4099536,155.0751743
564,127.3416942,132.3041256,53.61384648,77.19353573,97.54094258,115.1017569,116.2177655,155.5248724
565,126.1135664,129.6078197,51.6796739,78.17409352,100.468732,115.3671576,115.6748049,155.4388783
566,129.0031103,129.8046887,48.08279744,77.83595805,95.53771697,114.8834487,115.5424059,156.7548627
567,129.4528214,127.9088019,51.61180995,77.36257007,92.91815551,114.5248111,116.5885983,157.7276174
568,129.3860082,126.7605884,47.87919914,76.85540861,102.3691723,114.6214216,116.2972231,157.3041554
569,127.8773223,129.0243118,46.08076091,77.97121057,102.266451,114.1865987,117.6479956,157.0480136
570,128.0469708,126.9507179,43.90905966,76.41584419,112.436637,113.8054107,116.5090645,157.6084973
571,129.6375202,127.2207144,44.55378494,77.19353573,109.4060942,114.6557509,117.0652757,158.1101588
572,129.7293381,128.8525822,44.07872438,76.14535585,100.1091594,114.7610478,117.4228351,159.4553019
573,130.529138,129.5109494,46.62368541,78.7150869,97.54094258,114.9926226,117.7804174,159.4167684
574,130.6679115,128.8443011,48.15066139,80.30427684,93.12356609,116.0298952,118.6278971,159.1567017
575,133.3133107,128.4880244,53.91924233,81.04812813,88.80895094,116.2648207,118.2306088,161.3128709
576,132.3247455,125.6305124,55.4462183,81.75818923,82.18296228,115.8635955,117.4095693,161.9132824
577,131.680921,125.0013197,54.53003077,81.72437402,87.42211722,115.4622725,116.2045225,161.8215512
578,131.9897403,123.1173582,57.00712463,83.41496788,77.35472458,114.3943464,115.6880707,161.7433769
579,132.0251161,122.6233541,57.61791631,84.22649133,75.55698162,114.2460149,115.3967488,163.1845032
580,132.8263754,120.5744445,58.29657518,85.51137772,77.66291252,114.1957168,115.303972,163.2131846
581,135.0075725,122.741134,60.19681094,84.90272887,83.31301675,114.4309167,115.0789029,163.1412408
582,133.0746572,122.9068401,55.61587978,85.13941034,56.86035468,113.7243433,113.9400099,162.0496083
583,136.7507573,124.0885991,53.51204895,84.63225723,51.41576112,113.1988196,113.8870534,161.1281113
584,139.0598053,127.1462574,52.25653199,85.03798139,48.02570579,114.4453399,113.9929741,162.8135442
585,137.5005655,126.4417878,52.49406389,85.46223673,44.17336054,113.265138,113.2249063,161.2729859
586,138.5261105,123.3419369,53.07092198,85.80164099,46.48476609,113.6551507,114.3108199,159.6344602
587,137.66124,122.452628,53.51204895,87.7701774,45.40611631,113.4653517,113.7546011,159.8974714
588,135.9154391,120.6368365,51.8832722,91.23211763,48.38523436,113.4731965,113.2381264,159.1121986
589,138.0105181,123.9948367,50.96708791,89.97637192,47.25524795,113.4086261,112.7746844,158.5595791
590,134.4962651,124.662674,50.28842905,90.62121499,47.25524795,113.6574087,113.9400099,156.2781166
591,133.8688158,126.0443327,49.23651363,91.02850011,46.27926742,112.7600476,115.14511,156.9370923
592,134.9828502,126.1849994,48.557858,90.85878963,49.41253951,114.1154427,116.0058251,158.2225759
593,132.5073707,124.7422874,49.1007825,90.79089208,52.85394348,115.1440082,114.9332077,160.3726512
594,132.8076546,124.4744523,47.16660992,89.77269597,54.90848971,114.6594924,115.6218407,160.5334411
595,131.7738495,122.5511148,44.04479079,91.53759816,64.97592239,115.2021295,115.8469783,159.867163
596,130.5892556,120.3800638,41.05870602,89.87451725,62.09950562,114.395877,115.9396789,162.3804616
597,131.8004027,122.4806862,41.4319658,91.33396395,65.38681162,115.4400939,115.5159048,160.8624726
598,132.2056242,118.9301607,42.28028615,90.07816816,63.17815941,115.8782405,116.5090645,160.0524057
599,131.1093774,120.2394626,44.92704472,87.46474695,59.01765424,115.0866522,116.0190985,157.7936975
